street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Am Wiesenhang,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Am Wiesenhaus,Spandau,,whole street,K,Complete street,mittel
Am Wiesenrain,Treptow-Köpenick,,whole street,K,Complete street,mittel
Am Wildbusch,Treptow-Köpenick,,whole street,K,Complete street,mittel
Am Wildgatter,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Am Winkel,Treptow-Köpenick,,whole street,K,Complete street,mittel
Am Wriezener Bahnhof,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Am Wuhlebogen,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Am Wuhlesee,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Am Zeppelinpark,Spandau,,whole street,K,Complete street,einfach
Am Zeughaus,Mitte,,whole street,K,Complete street,gut
Am Zirkus,Mitte,,whole street,K,Complete street,gut
Am Zwiebusch,Treptow-Köpenick,,whole street,K,Complete street,einfach
Amalienhofstraße,Spandau,,whole street,K,Complete street,einfach
Amalienpark,Pankow,,1 - 3 A,F,Consecutive numbering,mittel
Amalienpark,Pankow,,4 - 8,F,Consecutive numbering,gut
Amalienstraße,Pankow,,1 - 10,F,Consecutive numbering,gut
Amalienstraße,Pankow,,12 - 19 A,F,Consecutive numbering,mittel
Amalienstraße,Pankow,,20 - 26,F,Consecutive numbering,gut
Amalienstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Amandastraße,Reinickendorf,,whole street,K,Complete street,gut
Amanlisweg,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Ambacher Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Amberbaumallee,Spandau,,whole street,K,Complete street,mittel
Amboßweg,Reinickendorf,,whole street,K,Complete street,einfach
Ameisenweg,Spandau,,whole street,K,Complete street,einfach
Amelia-Earhart-Straße,Spandau,,whole street,K,Complete street,mittel
Amelie-Beese-Zeile,Spandau,,whole street,K,Complete street,mittel
Amelieweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Amendestraße,Reinickendorf,,whole street,K,Complete street,einfach
Amfortasweg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Ammerseestraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Amorbacher Weg,Spandau,,whole street,K,Complete street,mittel
Amorstraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Ampferweg,Neukölln,,whole street,K,Complete street,mittel
Amrumer Straße,Mitte,,whole street,K,Complete street,einfach
Amselgrund,Reinickendorf,,whole street,K,Complete street,mittel
Amselhainer Weg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Amselstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Amselstraße,Pankow,,whole street,K,Complete street,mittel
Amselstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Amselweg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Amsterdamer Straße,Mitte,,whole street,K,Complete street,einfach
Amtsgerichtsplatz,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Amtsstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
An den Achterhöfen,Neukölln,,whole street,K,Complete street,einfach
An den Auen,Lichtenberg,,whole street,K,Complete street,einfach
An den Bänken,Treptow-Köpenick,,whole street,K,Complete street,mittel
An den Berggärten,Spandau,,whole street,K,Complete street,mittel
An den Buckower Feldern,Neukölln,,whole street,K,Complete street,einfach
An den Eldenaer Höfen,Pankow,,whole street,K,Complete street,mittel
An den Feldern,Neukölln,,whole street,K,Complete street,einfach
An den Feldtmanngärten,Pankow,,whole street,K,Complete street,mittel
An den Fließtalhöfen,Reinickendorf,,whole street,K,Complete street,mittel
An den Freiheitswiesen,Spandau,,whole street,K,Complete street,einfach
An den Grachten,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
An den Haselbüschen,Spandau,,whole street,K,Complete street,einfach
An den Hubertshäusern,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
An den Klostergärten,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
An den Knabenhäusern,Lichtenberg,,whole street,K,Complete street,mittel
An den Parkbäumen,Spandau,,whole street,K,Complete street,mittel
An den Rohrbruchwiesen,Spandau,,whole street,K,Complete street,einfach
An den Siedlergärten,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
An den Treptowers,Treptow-Köpenick,,whole street,K,Complete street,mittel
An den Weiden,Neukölln,,whole street,K,Complete street,einfach
An den Zingerwiesen,Pankow,,whole street,K,Complete street,mittel
An der Wuhlheide,Treptow-Köpenick,,189 - 199,U,Odd numbers only,gut
An der Wuhlheide,Treptow-Köpenick,,205 - 265,U,Odd numbers only,mittel
An der Wuhlheide,Treptow-Köpenick,,224 - 246,G,Even numbers only,einfach
An der Wuhlheide,Treptow-Köpenick,,250 - 256,G,Even numbers only,mittel
Ancillonweg,Pankow,,whole street,K,Complete street,mittel
Andanteweg,Pankow,,whole street,K,Complete street,mittel
Andenzeisigweg,Pankow,,whole street,K,Complete street,mittel
Andernacher Straße,Lichtenberg,,whole street,K,Complete street,gut
Andersenstraße,Pankow,,whole street,K,Complete street,mittel
Andlauer Weg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Andornsteig,Reinickendorf,,whole street,K,Complete street,mittel
Andreasberger Straße,Neukölln,,whole street,K,Complete street,einfach
Andreas-Hermes-Siedlung,Neukölln,,whole street,K,Complete street,einfach
Andreasstraße,Friedrichshain-Kreuzberg,,10,F,Consecutive numbering,gut
Andreasstraße,Friedrichshain-Kreuzberg,,20 - 72,F,Consecutive numbering,mittel
Andreasstraße,Friedrichshain-Kreuzberg,,77,F,Consecutive numbering,gut
Andréezeile,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Äneasstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Anemonenstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Angelikaweg,Neukölln,,whole street,K,Complete street,mittel
Angerburger Allee,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Angermünder Straße,Pankow,,whole street,K,Complete street,gut
Angermünder Straße,Tempelhof-Schöneberg,,1 - 33 A,F,Consecutive numbering,mittel
Angermünder Straße,Tempelhof-Schöneberg,,35 - 38 B,F,Consecutive numbering,einfach
Angermünder Straße,Tempelhof-Schöneberg,,40 - 82,F,Consecutive numbering,mittel
Angersbacher Pfad,Reinickendorf,,whole street,K,Complete street,einfach
Angersteinweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Angerweg,Pankow,,whole street,K,Complete street,mittel
Anglersiedlung,Reinickendorf,,whole street,K,Complete street,mittel
Anhalter Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Anhaltinerstraße,Steglitz-Zehlendorf,,1 - 33,U,Odd numbers only,gut
Anhaltinerstraße,Steglitz-Zehlendorf,,2 - 26,G,Even numbers only,gut
Anhaltinerstraße,Steglitz-Zehlendorf,,28 - 36,G,Even numbers only,mittel
Anisweg,Pankow,,whole street,K,Complete street,mittel
Ankerweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Anklamer Straße,Mitte,,whole street,K,Complete street,gut
Ankogelweg,Neukölln,,whole street,K,Complete street,mittel
Ankogelweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Anna-Bruseberg-Straße,Pankow,,whole street,K,Complete street,mittel
Annaburger Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Anna-Ebermann-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Anna-Louisa-Karsch-Straße,Mitte,,whole street,K,Complete street,gut
Anna-Mackenroth-Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Anna-Maria-Müller-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Anna-Seghers-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Anna-Siemsen-Weg,Neukölln,,whole street,K,Complete street,einfach
Annastraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Anne-Frank-Straße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Annemariestraße,Lichtenberg,,whole street,K,Complete street,mittel
Annenallee,Treptow-Köpenick,,1 - 3,F,Consecutive numbering,mittel
Annenallee,Treptow-Köpenick,,4 - 19,F,Consecutive numbering,gut
Annenallee,Treptow-Köpenick,,20 - 24,F,Consecutive numbering,mittel
Annenstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Annenstraße,Mitte,,1 - 45,F,Consecutive numbering,gut
Annenstraße,Mitte,,48 - 53,F,Consecutive numbering,mittel
Anni-Frid-Weg,Lichtenberg,,whole street,K,Complete street,mittel
Annweilerweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Ansbacher Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Anschützweg,Spandau,,whole street,K,Complete street,einfach
Anselmstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Ansgarstraße,Reinickendorf,,whole street,K,Complete street,gut
Antonienstraße,Reinickendorf,,whole street,K,Complete street,einfach
Antoniuskirchstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Antonplatz,Pankow,,whole street,K,Complete street,mittel
Anton-Saefkow-Platz,Lichtenberg,,1 - 5,F,Consecutive numbering,einfach
Anton-Saefkow-Platz,Lichtenberg,,6,F,Consecutive numbering,mittel
Anton-Saefkow-Platz,Lichtenberg,,8 - 14,F,Consecutive numbering,einfach
Anton-Saefkow-Straße,Pankow,,whole street,K,Complete street,gut
Antonstraße,Mitte,,whole street,K,Complete street,einfach
Anton-von-Werner-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Anton-Webern-Weg,Pankow,,whole street,K,Complete street,mittel
Antonyplatz,Reinickendorf,,whole street,K,Complete street,mittel
Antwerpener Straße,Mitte,,whole street,K,Complete street,einfach
Anzengruberstraße,Neukölln,,whole street,K,Complete street,einfach
Aschaffenburger Straße (Schön),Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Ascheberger Weg,Reinickendorf,,whole street,K,Complete street,mittel
Aschenbrödelstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Ascherslebener Weg,Neukölln,,whole street,K,Complete street,mittel
Asgardstraße,Pankow,,whole street,K,Complete street,mittel
Ashdodstraße,Spandau,,whole street,K,Complete street,einfach
Askaloner Weg,Reinickendorf,,whole street,K,Complete street,gut
Askanierring,Spandau,,22 - 90,F,Consecutive numbering,einfach
Askanierring,Spandau,,92 - 108 A,F,Consecutive numbering,mittel
Askanierring,Spandau,,149 - 155,F,Consecutive numbering,einfach
Askanischer Platz,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Asnièresstraße,Spandau,,whole street,K,Complete street,einfach
Aspenweg,Spandau,,whole street,K,Complete street,mittel
Asseburgpfad,Treptow-Köpenick,,whole street,K,Complete street,einfach
Aßmannshauser Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Aßmannstraße,Treptow-Köpenick,,whole street,K,Complete street,gut
Asta-Nielsen-Straße,Pankow,,whole street,K,Complete street,mittel
Asternplatz,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Astridstraße,Lichtenberg,,whole street,K,Complete street,einfach
Atlantisring,Treptow-Köpenick,,whole street,K,Complete street,einfach
Attendorner Weg,Reinickendorf,,whole street,K,Complete street,mittel
Attilagarten,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Attilastraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Attilastraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Attinghausenweg,Marzahn-Hellersdorf,,whole street,K,Complete street,gut
Atzpodienstraße,Lichtenberg,,whole street,K,Complete street,mittel
Auber Steig,Reinickendorf,,whole street,K,Complete street,gut
Aubertstraße,Pankow,,whole street,K,Complete street,mittel
Audre-Lorde-Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Auerbacher Ring,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Auerbachstraße,Charlottenburg-Wilmersdorf,,1 - 25,U,Odd numbers only,gut
Auerbachstraße,Charlottenburg-Wilmersdorf,,2 - 14,G,Even numbers only,gut
Auerbachstraße,Charlottenburg-Wilmersdorf,,24,G,Even numbers only,mittel
Auerhahnbalz,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Auersbergstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Auerstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Auerswaldstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Auf dem Grat,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Auf dem Mühlenberg,Reinickendorf,,whole street,K,Complete street,mittel
Auf der Höh,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Auf der Planweide,Neukölln,,whole street,K,Complete street,einfach
Auffacher Weg,Pankow,,whole street,K,Complete street,mittel
Augenfalterstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Augsburger Platz,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Augsburger Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Augsburger Straße (Lirad),Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Augsburger Straße (Schön),Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Augustaplatz,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Augustastraße,Lichtenberg,,whole street,K,Complete street,mittel
Augustastraße,Steglitz-Zehlendorf,,1 - 8,F,Consecutive numbering,mittel
Augustastraße,Steglitz-Zehlendorf,,9 - 27 E,F,Consecutive numbering,gut
Augustastraße,Steglitz-Zehlendorf,,28 - 39,F,Consecutive numbering,mittel
August-Bebel-Straße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Auguste-Hauschner-Straße,Mitte,,whole street,K,Complete street,gut
Augustenburger Platz,Mitte,,whole street,K,Complete street,einfach
Auguste-Piccard-Straße,Spandau,,whole street,K,Complete street,mittel
August-Euler-Zeile,Spandau,,whole street,K,Complete street,mittel
Auguste-Viktoria-Allee,Reinickendorf,,whole street,K,Complete street,einfach
Auguste-Viktoria-Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Auguste-Viktoria-Straße,Reinickendorf,,whole street,K,Complete street,gut
August-Lindemann-Straße,Pankow,,whole street,K,Complete street,mittel
August-Siebke-Straße,Pankow,,whole street,K,Complete street,mittel
Auguststraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Auguststraße,Mitte,,whole street,K,Complete street,gut
Auguststraße,Steglitz-Zehlendorf,,1 - 14,F,Consecutive numbering,gut
Auguststraße,Steglitz-Zehlendorf,,16 - 16 A,F,Consecutive numbering,mittel
Auguststraße,Steglitz-Zehlendorf,,17 - 19,F,Consecutive numbering,gut
Aumetzer Weg,Spandau,,whole street,K,Complete street,einfach
Aumühler Straße,Spandau,,whole street,K,Complete street,mittel
Auraser Weg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Aurikelweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Aurorafalterweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Außenweg,Spandau,,whole street,K,Complete street,mittel
Avenue Charles de Gaulle,Reinickendorf,,whole street,K,Complete street,mittel
Balsaminenweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Baltenstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Baltrumstraße,Pankow,,whole street,K,Complete street,mittel
Baluschekweg,Spandau,,whole street,K,Complete street,einfach
Balzerplatz,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Balzerstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Balzerweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Bambachstraße,Neukölln,,whole street,K,Complete street,einfach
Bamberger Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Bamberger Straße (Lirad),Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Bamberger Straße (Schön),Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Bambusweg,Pankow,,whole street,K,Complete street,mittel
Bamihlstraße,Spandau,,whole street,K,Complete street,mittel
Bananenapfelweg,Pankow,,whole street,K,Complete street,einfach
Banater Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Bandelstraße,Mitte,,whole street,K,Complete street,einfach
Bänschstraße,Friedrichshain-Kreuzberg,,2 - 54,G,Even numbers only,mittel
Bänschstraße,Friedrichshain-Kreuzberg,,25 - 53,U,Odd numbers only,mittel
Bänschstraße,Friedrichshain-Kreuzberg,,55 - 91,U,Odd numbers only,gut
Bänschstraße,Friedrichshain-Kreuzberg,,58 - 94,G,Even numbers only,gut
Bansiner Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Bansiner Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Baraschstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Barbara-McClintock-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Barbarastraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Barbarossaplatz,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Barbarossastraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Barbarossastraße,Tempelhof-Schöneberg,,1 - 11,F,Consecutive numbering,gut
Barbarossastraße,Tempelhof-Schöneberg,,12 - 18,F,Consecutive numbering,mittel
Barbarossastraße,Tempelhof-Schöneberg,,19 - 44 C,F,Consecutive numbering,gut
Barbarossastraße,Tempelhof-Schöneberg,,45 - 47,F,Consecutive numbering,mittel
Barbarossastraße,Tempelhof-Schöneberg,,48 - 69,F,Consecutive numbering,gut
Bärbel-Bohley-Ring,Mitte,,whole street,K,Complete street,einfach
Bärbelweg,Reinickendorf,,whole street,K,Complete street,mittel
Barbenweg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Bardelebenweg,Spandau,,2 - 10,F,Consecutive numbering,mittel
Bardelebenweg,Spandau,,13 - 15 C,F,Consecutive numbering,gut
Bardelebenweg,Spandau,,16 - 23,F,Consecutive numbering,mittel
Bardelebenweg,Spandau,,24 - 26,F,Consecutive numbering,gut
Bardelebenweg,Spandau,,28 - 38,F,Consecutive numbering,mittel
Bardeyweg,Spandau,,whole street,K,Complete street,mittel
Bärdorfer Zeile,Treptow-Köpenick,,whole street,K,Complete street,einfach
Bärenlauchstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Bärensteinstraße,Marzahn-Hellersdorf,,1,U,Odd numbers only,einfach
Bärensteinstraße,Marzahn-Hellersdorf,,2 - 44,G,Even numbers only,mittel
Bärensteinstraße,Marzahn-Hellersdorf,,5 - 31,U,Odd numbers only,mittel
Barfusstraße,Mitte,,whole street,K,Complete street,einfach
Barkenhof,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Barlachweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Barmbeker Weg,Spandau,,whole street,K,Complete street,mittel
Barnabasstraße,Reinickendorf,,whole street,K,Complete street,mittel
Barnackufer,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Barnetstraße,Tempelhof-Schöneberg,,11 - 34 A,F,Consecutive numbering,mittel
Barnetstraße,Tempelhof-Schöneberg,,38 - 59,F,Consecutive numbering,einfach
Barnetstraße,Tempelhof-Schöneberg,,60 - 81,F,Consecutive numbering,mittel
Barnewitzer Weg,Spandau,,whole street,K,Complete street,einfach
Barnhelmstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
