Bezirk,Ortsteil,Gender,Nationality,Age group,Frequency
Lichtenberg,Friedrichsfelde,1,D,95 und älter,28
Lichtenberg,Friedrichsfelde,2,A,00_05,321
Lichtenberg,Friedrichsfelde,2,A,05_10,207
Lichtenberg,Friedrichsfelde,2,A,10_15,170
Lichtenberg,Friedrichsfelde,2,A,15_20,170
Lichtenberg,Friedrichsfelde,2,A,20_25,517
Lichtenberg,Friedrichsfelde,2,A,25_30,877
Lichtenberg,Friedrichsfelde,2,A,30_35,726
Lichtenberg,Friedrichsfelde,2,A,35_40,530
Lichtenberg,Friedrichsfelde,2,A,40_45,360
Lichtenberg,Friedrichsfelde,2,A,45_50,304
Lichtenberg,Friedrichsfelde,2,A,50_55,225
Lichtenberg,Friedrichsfelde,2,A,55_60,191
Lichtenberg,Friedrichsfelde,2,A,60_65,113
Lichtenberg,Friedrichsfelde,2,A,65_70,76
Lichtenberg,Friedrichsfelde,2,A,70_75,34
Lichtenberg,Friedrichsfelde,2,A,75_80,21
Lichtenberg,Friedrichsfelde,2,A,80_85,9
Lichtenberg,Friedrichsfelde,2,A,85_90,9
Lichtenberg,Friedrichsfelde,2,D,00_05,1033
Lichtenberg,Friedrichsfelde,2,D,05_10,849
Lichtenberg,Friedrichsfelde,2,D,10_15,705
Lichtenberg,Friedrichsfelde,2,D,15_20,695
Lichtenberg,Friedrichsfelde,2,D,20_25,1158
Lichtenberg,Friedrichsfelde,2,D,25_30,1302
Lichtenberg,Friedrichsfelde,2,D,30_35,2024
Lichtenberg,Friedrichsfelde,2,D,35_40,1618
Lichtenberg,Friedrichsfelde,2,D,40_45,1157
Lichtenberg,Friedrichsfelde,2,D,45_50,830
Lichtenberg,Friedrichsfelde,2,D,50_55,1110
Lichtenberg,Friedrichsfelde,2,D,55_60,1441
Lichtenberg,Friedrichsfelde,2,D,60_65,1365
Lichtenberg,Friedrichsfelde,2,D,65_70,1536
Lichtenberg,Friedrichsfelde,2,D,70_75,1387
Lichtenberg,Friedrichsfelde,2,D,75_80,1914
Lichtenberg,Friedrichsfelde,2,D,80_85,2004
Lichtenberg,Friedrichsfelde,2,D,85_90,993
Lichtenberg,Friedrichsfelde,2,D,90_95,391
Lichtenberg,Friedrichsfelde,2,D,95 und älter,88
Lichtenberg,Karlshorst,1,A,00_05,71
Lichtenberg,Karlshorst,1,A,05_10,41
Lichtenberg,Karlshorst,1,A,10_15,24
Lichtenberg,Karlshorst,1,A,15_20,20
Lichtenberg,Karlshorst,1,A,20_25,221
Lichtenberg,Karlshorst,1,A,25_30,472
Lichtenberg,Karlshorst,1,A,30_35,296
Lichtenberg,Karlshorst,1,A,35_40,149
Lichtenberg,Karlshorst,1,A,40_45,97
Lichtenberg,Karlshorst,1,A,45_50,82
Lichtenberg,Karlshorst,1,A,50_55,64
Lichtenberg,Karlshorst,1,A,55_60,46
Lichtenberg,Karlshorst,1,A,60_65,30
Lichtenberg,Karlshorst,1,A,65_70,18
Lichtenberg,Karlshorst,1,A,70_75,6
Lichtenberg,Karlshorst,1,A,75_80,3
Lichtenberg,Karlshorst,1,A,80_85,4
Lichtenberg,Karlshorst,1,A,85_90,3
Lichtenberg,Karlshorst,1,D,00_05,836
Lichtenberg,Karlshorst,1,D,05_10,852
Lichtenberg,Karlshorst,1,D,10_15,706
Lichtenberg,Karlshorst,1,D,15_20,534
Lichtenberg,Karlshorst,1,D,20_25,451
Lichtenberg,Karlshorst,1,D,25_30,425
Lichtenberg,Karlshorst,1,D,30_35,859
Lichtenberg,Karlshorst,1,D,35_40,1163
Lichtenberg,Karlshorst,1,D,40_45,1091
Lichtenberg,Karlshorst,1,D,45_50,820
Lichtenberg,Karlshorst,1,D,50_55,943
Lichtenberg,Karlshorst,1,D,55_60,938
Lichtenberg,Karlshorst,1,D,60_65,720
Lichtenberg,Karlshorst,1,D,65_70,530
Lichtenberg,Karlshorst,1,D,70_75,359
Lichtenberg,Karlshorst,1,D,75_80,387
Lichtenberg,Karlshorst,1,D,80_85,359
Lichtenberg,Karlshorst,1,D,85_90,136
Lichtenberg,Karlshorst,1,D,90_95,48
Lichtenberg,Karlshorst,1,D,95 und älter,11
Lichtenberg,Karlshorst,2,A,00_05,43
Lichtenberg,Karlshorst,2,A,05_10,32
Lichtenberg,Karlshorst,2,A,10_15,32
Lichtenberg,Karlshorst,2,A,15_20,18
Lichtenberg,Karlshorst,2,A,20_25,177
Lichtenberg,Karlshorst,2,A,25_30,283
Lichtenberg,Karlshorst,2,A,30_35,198
Lichtenberg,Karlshorst,2,A,35_40,147
Lichtenberg,Karlshorst,2,A,40_45,86
Lichtenberg,Karlshorst,2,A,45_50,85
Lichtenberg,Karlshorst,2,A,50_55,46
Lichtenberg,Karlshorst,2,A,55_60,22
Lichtenberg,Karlshorst,2,A,60_65,16
Lichtenberg,Karlshorst,2,A,65_70,22
Lichtenberg,Karlshorst,2,A,70_75,13
Lichtenberg,Karlshorst,2,A,75_80,7
Lichtenberg,Karlshorst,2,A,80_85,3
Lichtenberg,Karlshorst,2,A,85_90,3
Lichtenberg,Karlshorst,2,D,00_05,796
Lichtenberg,Karlshorst,2,D,05_10,814
Lichtenberg,Karlshorst,2,D,10_15,698
Lichtenberg,Karlshorst,2,D,15_20,524
Lichtenberg,Karlshorst,2,D,20_25,459
Lichtenberg,Karlshorst,2,D,25_30,440
Lichtenberg,Karlshorst,2,D,30_35,1024
Lichtenberg,Karlshorst,2,D,35_40,1206
Lichtenberg,Karlshorst,2,D,40_45,1083
Lichtenberg,Karlshorst,2,D,45_50,814
Lichtenberg,Karlshorst,2,D,50_55,973
Lichtenberg,Karlshorst,2,D,55_60,1006
Lichtenberg,Karlshorst,2,D,60_65,721
Lichtenberg,Karlshorst,2,D,65_70,628
Lichtenberg,Karlshorst,2,D,70_75,456
Lichtenberg,Karlshorst,2,D,75_80,548
Lichtenberg,Karlshorst,2,D,80_85,522
Lichtenberg,Karlshorst,2,D,85_90,273
Lichtenberg,Karlshorst,2,D,90_95,134
Lichtenberg,Karlshorst,2,D,95 und älter,39
Lichtenberg,Lichtenberg,1,A,00_05,217
Lichtenberg,Lichtenberg,1,A,05_10,160
Lichtenberg,Lichtenberg,1,A,10_15,147
Lichtenberg,Lichtenberg,1,A,15_20,167
Lichtenberg,Lichtenberg,1,A,20_25,668
Lichtenberg,Lichtenberg,1,A,25_30,1046
Lichtenberg,Lichtenberg,1,A,30_35,953
Lichtenberg,Lichtenberg,1,A,35_40,608
Lichtenberg,Lichtenberg,1,A,40_45,484
Lichtenberg,Lichtenberg,1,A,45_50,386
Lichtenberg,Lichtenberg,1,A,50_55,383
Lichtenberg,Lichtenberg,1,A,55_60,267
Lichtenberg,Lichtenberg,1,A,60_65,212
Lichtenberg,Lichtenberg,1,A,65_70,70
Lichtenberg,Lichtenberg,1,A,70_75,25
Lichtenberg,Lichtenberg,1,A,75_80,12
Lichtenberg,Lichtenberg,1,A,80_85,16
Lichtenberg,Lichtenberg,1,A,85_90,3
Lichtenberg,Lichtenberg,1,D,00_05,942
Lichtenberg,Lichtenberg,1,D,05_10,742
Lichtenberg,Lichtenberg,1,D,10_15,571
Lichtenberg,Lichtenberg,1,D,15_20,486
Lichtenberg,Lichtenberg,1,D,20_25,684
Lichtenberg,Lichtenberg,1,D,25_30,988
Lichtenberg,Lichtenberg,1,D,30_35,1738
Lichtenberg,Lichtenberg,1,D,35_40,1753
Lichtenberg,Lichtenberg,1,D,40_45,1344
Lichtenberg,Lichtenberg,1,D,45_50,910
Lichtenberg,Lichtenberg,1,D,50_55,918
Lichtenberg,Lichtenberg,1,D,55_60,1038
Lichtenberg,Lichtenberg,1,D,60_65,830
Lichtenberg,Lichtenberg,1,D,65_70,630
Lichtenberg,Lichtenberg,1,D,70_75,478
Lichtenberg,Lichtenberg,1,D,75_80,546
Lichtenberg,Lichtenberg,1,D,80_85,496
Lichtenberg,Lichtenberg,1,D,85_90,253
Lichtenberg,Lichtenberg,1,D,90_95,85
Lichtenberg,Lichtenberg,1,D,95 und älter,18
Lichtenberg,Lichtenberg,2,A,00_05,190
Lichtenberg,Lichtenberg,2,A,05_10,175
Lichtenberg,Lichtenberg,2,A,10_15,114
Lichtenberg,Lichtenberg,2,A,15_20,120
Lichtenberg,Lichtenberg,2,A,20_25,671
Lichtenberg,Lichtenberg,2,A,25_30,846
Lichtenberg,Lichtenberg,2,A,30_35,640
Lichtenberg,Lichtenberg,2,A,35_40,416
Lichtenberg,Lichtenberg,2,A,40_45,334
Lichtenberg,Lichtenberg,2,A,45_50,206
Lichtenberg,Lichtenberg,2,A,50_55,181
Lichtenberg,Lichtenberg,2,A,55_60,147
Lichtenberg,Lichtenberg,2,A,60_65,124
Lichtenberg,Lichtenberg,2,A,65_70,50
Lichtenberg,Lichtenberg,2,A,70_75,25
Lichtenberg,Lichtenberg,2,A,75_80,17
Lichtenberg,Lichtenberg,2,A,80_85,6
Lichtenberg,Lichtenberg,2,A,85_90,7
Lichtenberg,Lichtenberg,2,D,00_05,867
Lichtenberg,Lichtenberg,2,D,05_10,656
Lichtenberg,Lichtenberg,2,D,10_15,566
Lichtenberg,Lichtenberg,2,D,15_20,461
Lichtenberg,Lichtenberg,2,D,20_25,777
Lichtenberg,Lichtenberg,2,D,25_30,1082
Lichtenberg,Lichtenberg,2,D,30_35,1841
Lichtenberg,Lichtenberg,2,D,35_40,1516
Lichtenberg,Lichtenberg,2,D,40_45,1080
Lichtenberg,Lichtenberg,2,D,45_50,675
Lichtenberg,Lichtenberg,2,D,50_55,873
Lichtenberg,Lichtenberg,2,D,55_60,966
Lichtenberg,Lichtenberg,2,D,60_65,791
Lichtenberg,Lichtenberg,2,D,65_70,701
Lichtenberg,Lichtenberg,2,D,70_75,600
Lichtenberg,Lichtenberg,2,D,75_80,800
Lichtenberg,Lichtenberg,2,D,80_85,806
Lichtenberg,Lichtenberg,2,D,85_90,450
Lichtenberg,Lichtenberg,2,D,90_95,232
Lichtenberg,Lichtenberg,2,D,95 und älter,76
Lichtenberg,Falkenberg,1,A,00_05,27
Lichtenberg,Falkenberg,1,A,05_10,39
Lichtenberg,Falkenberg,1,A,10_15,19
Lichtenberg,Falkenberg,1,A,15_20,22
Lichtenberg,Falkenberg,1,A,20_25,51
Lichtenberg,Falkenberg,1,A,25_30,41
Lichtenberg,Falkenberg,1,A,30_35,27
Lichtenberg,Falkenberg,1,A,35_40,21
Lichtenberg,Falkenberg,1,A,40_45,25
Lichtenberg,Falkenberg,1,A,45_50,20
Lichtenberg,Falkenberg,1,A,50_55,9
Lichtenberg,Falkenberg,1,A,55_60,3
Lichtenberg,Falkenberg,1,A,60_65,6
Lichtenberg,Falkenberg,1,A,65_70,3
Lichtenberg,Falkenberg,1,D,00_05,59
Lichtenberg,Falkenberg,1,D,05_10,46
Lichtenberg,Falkenberg,1,D,10_15,45
Lichtenberg,Falkenberg,1,D,15_20,48
Lichtenberg,Falkenberg,1,D,20_25,33
Lichtenberg,Falkenberg,1,D,25_30,19
Lichtenberg,Falkenberg,1,D,30_35,57
Lichtenberg,Falkenberg,1,D,35_40,53
Lichtenberg,Falkenberg,1,D,40_45,73
Lichtenberg,Falkenberg,1,D,45_50,41
Lichtenberg,Falkenberg,1,D,50_55,67
Lichtenberg,Falkenberg,1,D,55_60,94
Lichtenberg,Falkenberg,1,D,60_65,83
Lichtenberg,Falkenberg,1,D,65_70,61
Lichtenberg,Falkenberg,1,D,70_75,15
Lichtenberg,Falkenberg,1,D,75_80,21
Lichtenberg,Falkenberg,1,D,80_85,9
Lichtenberg,Falkenberg,1,D,85_90,6
Lichtenberg,Falkenberg,2,A,00_05,31
Lichtenberg,Falkenberg,2,A,05_10,20
Lichtenberg,Falkenberg,2,A,10_15,38
Lichtenberg,Falkenberg,2,A,15_20,20
Lichtenberg,Falkenberg,2,A,20_25,26
Lichtenberg,Falkenberg,2,A,25_30,35
Lichtenberg,Falkenberg,2,A,30_35,25
Lichtenberg,Falkenberg,2,A,35_40,13
Lichtenberg,Falkenberg,2,A,40_45,24
Lichtenberg,Falkenberg,2,A,45_50,9
Lichtenberg,Falkenberg,2,A,50_55,4
Lichtenberg,Falkenberg,2,D,00_05,61
Lichtenberg,Falkenberg,2,D,05_10,38
Lichtenberg,Falkenberg,2,D,10_15,37
Lichtenberg,Falkenberg,2,D,15_20,36
Lichtenberg,Falkenberg,2,D,20_25,30
Lichtenberg,Falkenberg,2,D,25_30,18
Lichtenberg,Falkenberg,2,D,30_35,56
Lichtenberg,Falkenberg,2,D,35_40,70
Lichtenberg,Falkenberg,2,D,40_45,58
Lichtenberg,Falkenberg,2,D,45_50,43
Lichtenberg,Falkenberg,2,D,50_55,66
Lichtenberg,Falkenberg,2,D,55_60,122
Lichtenberg,Falkenberg,2,D,60_65,61
Lichtenberg,Falkenberg,2,D,65_70,52
Lichtenberg,Falkenberg,2,D,70_75,13
Lichtenberg,Falkenberg,2,D,75_80,9
Lichtenberg,Falkenberg,2,D,80_85,13
Lichtenberg,Falkenberg,2,D,85_90,9
Lichtenberg,Falkenberg,2,D,90_95,6
Lichtenberg,Falkenberg,2,D,95 und älter,3
Lichtenberg,Malchow,1,A,00_05,3
Lichtenberg,Malchow,1,A,05_10,3
Lichtenberg,Malchow,1,A,25_30,9
Lichtenberg,Malchow,1,A,30_35,3
Lichtenberg,Malchow,1,A,35_40,3
Lichtenberg,Malchow,1,A,45_50,6
Lichtenberg,Malchow,1,A,55_60,3
Lichtenberg,Malchow,1,A,60_65,3
Lichtenberg,Malchow,1,A,65_70,3
Lichtenberg,Malchow,1,D,00_05,14
Lichtenberg,Malchow,1,D,05_10,9
Lichtenberg,Malchow,1,D,10_15,6
Lichtenberg,Malchow,1,D,15_20,12
Lichtenberg,Malchow,1,D,20_25,34
Lichtenberg,Malchow,1,D,25_30,12
Lichtenberg,Malchow,1,D,30_35,25
Lichtenberg,Malchow,1,D,35_40,30
Lichtenberg,Malchow,1,D,40_45,21
Lichtenberg,Malchow,1,D,45_50,24
Lichtenberg,Malchow,1,D,50_55,27
Lichtenberg,Malchow,1,D,55_60,46
Lichtenberg,Malchow,1,D,60_65,37
Lichtenberg,Malchow,1,D,65_70,32
Lichtenberg,Malchow,1,D,70_75,19
Lichtenberg,Malchow,1,D,75_80,10
Lichtenberg,Malchow,1,D,80_85,6
Lichtenberg,Malchow,2,A,00_05,6
Lichtenberg,Malchow,2,A,05_10,3
Lichtenberg,Malchow,2,A,30_35,3
Lichtenberg,Malchow,2,A,35_40,3
Lichtenberg,Malchow,2,A,55_60,3
Lichtenberg,Malchow,2,A,60_65,3
Lichtenberg,Malchow,2,D,00_05,15
Lichtenberg,Malchow,2,D,05_10,12
Lichtenberg,Malchow,2,D,10_15,10
Lichtenberg,Malchow,2,D,15_20,9
Lichtenberg,Malchow,2,D,20_25,12
Lichtenberg,Malchow,2,D,25_30,3
Lichtenberg,Malchow,2,D,30_35,18
Lichtenberg,Malchow,2,D,35_40,15
Lichtenberg,Malchow,2,D,40_45,13
Lichtenberg,Malchow,2,D,45_50,13
Lichtenberg,Malchow,2,D,50_55,19
Lichtenberg,Malchow,2,D,55_60,31
Lichtenberg,Malchow,2,D,60_65,19
Lichtenberg,Malchow,2,D,65_70,10
Lichtenberg,Malchow,2,D,70_75,6
Lichtenberg,Malchow,2,D,75_80,7
Lichtenberg,Malchow,2,D,80_85,6
Lichtenberg,Malchow,2,D,85_90,4
Lichtenberg,Wartenberg,1,A,20_25,6
Lichtenberg,Wartenberg,1,A,25_30,12
Lichtenberg,Wartenberg,1,A,30_35,3
Lichtenberg,Wartenberg,1,A,35_40,6
Lichtenberg,Wartenberg,1,A,40_45,9
Lichtenberg,Wartenberg,1,A,45_50,6
Lichtenberg,Wartenberg,1,A,50_55,12
Lichtenberg,Wartenberg,1,A,55_60,3
Lichtenberg,Wartenberg,1,D,00_05,36
Lichtenberg,Wartenberg,1,D,05_10,55
Lichtenberg,Wartenberg,1,D,10_15,71
Lichtenberg,Wartenberg,1,D,15_20,58
Lichtenberg,Wartenberg,1,D,20_25,27
Lichtenberg,Wartenberg,1,D,25_30,9
Lichtenberg,Wartenberg,1,D,30_35,44
Lichtenberg,Wartenberg,1,D,35_40,87
Lichtenberg,Wartenberg,1,D,40_45,84
Lichtenberg,Wartenberg,1,D,45_50,81
Lichtenberg,Wartenberg,1,D,50_55,104
Lichtenberg,Wartenberg,1,D,55_60,163
Lichtenberg,Wartenberg,1,D,60_65,149
Lichtenberg,Wartenberg,1,D,65_70,120
Lichtenberg,Wartenberg,1,D,70_75,56
Lichtenberg,Wartenberg,1,D,75_80,49
Lichtenberg,Wartenberg,1,D,80_85,31
Lichtenberg,Wartenberg,1,D,85_90,6
Lichtenberg,Wartenberg,1,D,90_95,6
Lichtenberg,Wartenberg,2,A,25_30,6
Lichtenberg,Wartenberg,2,A,30_35,6
Lichtenberg,Wartenberg,2,A,35_40,3
Lichtenberg,Wartenberg,2,A,40_45,6
Lichtenberg,Wartenberg,2,A,45_50,4
Lichtenberg,Wartenberg,2,A,55_60,3
Lichtenberg,Wartenberg,2,A,60_65,3
Lichtenberg,Wartenberg,2,D,00_05,47
Lichtenberg,Wartenberg,2,D,05_10,56
Lichtenberg,Wartenberg,2,D,10_15,57
Lichtenberg,Wartenberg,2,D,15_20,64
Lichtenberg,Wartenberg,2,D,20_25,27
Lichtenberg,Wartenberg,2,D,25_30,12
Lichtenberg,Wartenberg,2,D,30_35,69
Lichtenberg,Wartenberg,2,D,35_40,76
Lichtenberg,Wartenberg,2,D,40_45,90
Lichtenberg,Wartenberg,2,D,45_50,65
Lichtenberg,Wartenberg,2,D,50_55,106
Lichtenberg,Wartenberg,2,D,55_60,184
Lichtenberg,Wartenberg,2,D,60_65,140
Lichtenberg,Wartenberg,2,D,65_70,91
Lichtenberg,Wartenberg,2,D,70_75,54
Lichtenberg,Wartenberg,2,D,75_80,55
Lichtenberg,Wartenberg,2,D,80_85,31
Lichtenberg,Wartenberg,2,D,85_90,22
Lichtenberg,Wartenberg,2,D,90_95,8
Lichtenberg,Neu-Hohenschönhausen,1,A,00_05,517
Lichtenberg,Neu-Hohenschönhausen,1,A,05_10,404
Lichtenberg,Neu-Hohenschönhausen,1,A,10_15,356
Lichtenberg,Neu-Hohenschönhausen,1,A,15_20,276
Lichtenberg,Neu-Hohenschönhausen,1,A,20_25,429
Lichtenberg,Neu-Hohenschönhausen,1,A,25_30,646
Lichtenberg,Neu-Hohenschönhausen,1,A,30_35,741
Lichtenberg,Neu-Hohenschönhausen,1,A,35_40,598
Lichtenberg,Neu-Hohenschönhausen,1,A,40_45,426
Lichtenberg,Neu-Hohenschönhausen,1,A,45_50,327
Lichtenberg,Neu-Hohenschönhausen,1,A,50_55,317
Lichtenberg,Neu-Hohenschönhausen,1,A,55_60,223
Lichtenberg,Neu-Hohenschönhausen,1,A,60_65,204
Lichtenberg,Neu-Hohenschönhausen,1,A,65_70,80
Lichtenberg,Neu-Hohenschönhausen,1,A,70_75,29
Lichtenberg,Neu-Hohenschönhausen,1,A,75_80,18
Lichtenberg,Neu-Hohenschönhausen,1,A,80_85,6
Lichtenberg,Neu-Hohenschönhausen,1,A,85_90,10
Lichtenberg,Neu-Hohenschönhausen,1,D,00_05,1093
Lichtenberg,Neu-Hohenschönhausen,1,D,05_10,1149
Lichtenberg,Neu-Hohenschönhausen,1,D,10_15,1175
Lichtenberg,Neu-Hohenschönhausen,1,D,15_20,984
Lichtenberg,Neu-Hohenschönhausen,1,D,20_25,871
Lichtenberg,Neu-Hohenschönhausen,1,D,25_30,929
Lichtenberg,Neu-Hohenschönhausen,1,D,30_35,1832
Lichtenberg,Neu-Hohenschönhausen,1,D,35_40,1864
Lichtenberg,Neu-Hohenschönhausen,1,D,40_45,1404
Lichtenberg,Neu-Hohenschönhausen,1,D,45_50,1065
Lichtenberg,Neu-Hohenschönhausen,1,D,50_55,1265
Lichtenberg,Neu-Hohenschönhausen,1,D,55_60,2058
Lichtenberg,Neu-Hohenschönhausen,1,D,60_65,2204
Lichtenberg,Neu-Hohenschönhausen,1,D,65_70,1830
Lichtenberg,Neu-Hohenschönhausen,1,D,70_75,1016
Lichtenberg,Neu-Hohenschönhausen,1,D,75_80,833
Lichtenberg,Neu-Hohenschönhausen,1,D,80_85,559
Lichtenberg,Neu-Hohenschönhausen,1,D,85_90,272
Lichtenberg,Neu-Hohenschönhausen,1,D,90_95,101
Lichtenberg,Neu-Hohenschönhausen,1,D,95 und älter,18
Lichtenberg,Neu-Hohenschönhausen,2,A,00_05,554
Lichtenberg,Neu-Hohenschönhausen,2,A,05_10,441
Lichtenberg,Neu-Hohenschönhausen,2,A,10_15,321
Lichtenberg,Neu-Hohenschönhausen,2,A,15_20,224
Lichtenberg,Neu-Hohenschönhausen,2,A,20_25,334
Lichtenberg,Neu-Hohenschönhausen,2,A,25_30,614
Lichtenberg,Neu-Hohenschönhausen,2,A,30_35,609
Lichtenberg,Neu-Hohenschönhausen,2,A,35_40,522
Lichtenberg,Neu-Hohenschönhausen,2,A,40_45,435
Lichtenberg,Neu-Hohenschönhausen,2,A,45_50,363
Lichtenberg,Neu-Hohenschönhausen,2,A,50_55,280
Lichtenberg,Neu-Hohenschönhausen,2,A,55_60,233
Lichtenberg,Neu-Hohenschönhausen,2,A,60_65,139
Lichtenberg,Neu-Hohenschönhausen,2,A,65_70,92
Lichtenberg,Neu-Hohenschönhausen,2,A,70_75,36
Lichtenberg,Neu-Hohenschönhausen,2,A,75_80,21
Lichtenberg,Neu-Hohenschönhausen,2,A,80_85,10
Lichtenberg,Neu-Hohenschönhausen,2,A,85_90,3
Lichtenberg,Neu-Hohenschönhausen,2,D,00_05,1082
Lichtenberg,Neu-Hohenschönhausen,2,D,05_10,1132
Lichtenberg,Neu-Hohenschönhausen,2,D,10_15,1129
Lichtenberg,Neu-Hohenschönhausen,2,D,15_20,1009
Lichtenberg,Neu-Hohenschönhausen,2,D,20_25,857
Lichtenberg,Neu-Hohenschönhausen,2,D,25_30,901
Lichtenberg,Neu-Hohenschönhausen,2,D,30_35,1685
Lichtenberg,Neu-Hohenschönhausen,2,D,35_40,1669
Lichtenberg,Neu-Hohenschönhausen,2,D,40_45,1140
Lichtenberg,Neu-Hohenschönhausen,2,D,45_50,867
Lichtenberg,Neu-Hohenschönhausen,2,D,50_55,1373
Lichtenberg,Neu-Hohenschönhausen,2,D,55_60,2494
Lichtenberg,Neu-Hohenschönhausen,2,D,60_65,2546
Lichtenberg,Neu-Hohenschönhausen,2,D,65_70,1810
Lichtenberg,Neu-Hohenschönhausen,2,D,70_75,1156
Lichtenberg,Neu-Hohenschönhausen,2,D,75_80,1012
Lichtenberg,Neu-Hohenschönhausen,2,D,80_85,856
Lichtenberg,Neu-Hohenschönhausen,2,D,85_90,554
Lichtenberg,Neu-Hohenschönhausen,2,D,90_95,228
Lichtenberg,Neu-Hohenschönhausen,2,D,95 und älter,61
Lichtenberg,Alt-Hohenschönhausen,1,A,00_05,424
Lichtenberg,Alt-Hohenschönhausen,1,A,05_10,350
Lichtenberg,Alt-Hohenschönhausen,1,A,10_15,299
Lichtenberg,Alt-Hohenschönhausen,1,A,15_20,235
Lichtenberg,Alt-Hohenschönhausen,1,A,20_25,408
Lichtenberg,Alt-Hohenschönhausen,1,A,25_30,594
Lichtenberg,Alt-Hohenschönhausen,1,A,30_35,712
Lichtenberg,Alt-Hohenschönhausen,1,A,35_40,514
Lichtenberg,Alt-Hohenschönhausen,1,A,40_45,352
Lichtenberg,Alt-Hohenschönhausen,1,A,45_50,302
Lichtenberg,Alt-Hohenschönhausen,1,A,50_55,207
Lichtenberg,Alt-Hohenschönhausen,1,A,55_60,188
Lichtenberg,Alt-Hohenschönhausen,1,A,60_65,118
Lichtenberg,Alt-Hohenschönhausen,1,A,65_70,52
Lichtenberg,Alt-Hohenschönhausen,1,A,70_75,12
Lichtenberg,Alt-Hohenschönhausen,1,A,75_80,9
Lichtenberg,Alt-Hohenschönhausen,1,A,90_95,4
Lichtenberg,Alt-Hohenschönhausen,1,D,00_05,1126
Lichtenberg,Alt-Hohenschönhausen,1,D,05_10,1014
Lichtenberg,Alt-Hohenschönhausen,1,D,10_15,919
Lichtenberg,Alt-Hohenschönhausen,1,D,15_20,757
Lichtenberg,Alt-Hohenschönhausen,1,D,20_25,806
Lichtenberg,Alt-Hohenschönhausen,1,D,25_30,871
Lichtenberg,Alt-Hohenschönhausen,1,D,30_35,1662
Lichtenberg,Alt-Hohenschönhausen,1,D,35_40,1542
Lichtenberg,Alt-Hohenschönhausen,1,D,40_45,1397
Lichtenberg,Alt-Hohenschönhausen,1,D,45_50,1155
Lichtenberg,Alt-Hohenschönhausen,1,D,50_55,1394
Lichtenberg,Alt-Hohenschönhausen,1,D,55_60,1553
Lichtenberg,Alt-Hohenschönhausen,1,D,60_65,1338
Lichtenberg,Alt-Hohenschönhausen,1,D,65_70,1218
Lichtenberg,Alt-Hohenschönhausen,1,D,70_75,1024
Lichtenberg,Alt-Hohenschönhausen,1,D,75_80,957
Lichtenberg,Alt-Hohenschönhausen,1,D,80_85,721
Lichtenberg,Alt-Hohenschönhausen,1,D,85_90,315
Lichtenberg,Alt-Hohenschönhausen,1,D,90_95,94
Lichtenberg,Alt-Hohenschönhausen,1,D,95 und älter,12
Lichtenberg,Alt-Hohenschönhausen,2,A,00_05,391
Lichtenberg,Alt-Hohenschönhausen,2,A,05_10,347
Lichtenberg,Alt-Hohenschönhausen,2,A,10_15,249
Lichtenberg,Alt-Hohenschönhausen,2,A,15_20,236
Lichtenberg,Alt-Hohenschönhausen,2,A,20_25,313
Lichtenberg,Alt-Hohenschönhausen,2,A,25_30,585
Lichtenberg,Alt-Hohenschönhausen,2,A,30_35,620
Lichtenberg,Alt-Hohenschönhausen,2,A,35_40,443
Lichtenberg,Alt-Hohenschönhausen,2,A,40_45,356
Lichtenberg,Alt-Hohenschönhausen,2,A,45_50,265
Lichtenberg,Alt-Hohenschönhausen,2,A,50_55,208
Lichtenberg,Alt-Hohenschönhausen,2,A,55_60,116
Lichtenberg,Alt-Hohenschönhausen,2,A,60_65,92
Lichtenberg,Alt-Hohenschönhausen,2,A,65_70,34
Lichtenberg,Alt-Hohenschönhausen,2,A,70_75,31
Lichtenberg,Alt-Hohenschönhausen,2,A,75_80,12
Lichtenberg,Alt-Hohenschönhausen,2,A,80_85,6
Lichtenberg,Alt-Hohenschönhausen,2,A,90_95,7
Lichtenberg,Alt-Hohenschönhausen,2,D,00_05,1019
Lichtenberg,Alt-Hohenschönhausen,2,D,05_10,978
Lichtenberg,Alt-Hohenschönhausen,2,D,10_15,841
Lichtenberg,Alt-Hohenschönhausen,2,D,15_20,747
Lichtenberg,Alt-Hohenschönhausen,2,D,20_25,833
Lichtenberg,Alt-Hohenschönhausen,2,D,25_30,893
Lichtenberg,Alt-Hohenschönhausen,2,D,30_35,1615
Lichtenberg,Alt-Hohenschönhausen,2,D,35_40,1464
Lichtenberg,Alt-Hohenschönhausen,2,D,40_45,1310
Lichtenberg,Alt-Hohenschönhausen,2,D,45_50,1054
Lichtenberg,Alt-Hohenschönhausen,2,D,50_55,1313
Lichtenberg,Alt-Hohenschönhausen,2,D,55_60,1673
Lichtenberg,Alt-Hohenschönhausen,2,D,60_65,1408
Lichtenberg,Alt-Hohenschönhausen,2,D,65_70,1587
Lichtenberg,Alt-Hohenschönhausen,2,D,70_75,1325
Lichtenberg,Alt-Hohenschönhausen,2,D,75_80,1197
Lichtenberg,Alt-Hohenschönhausen,2,D,80_85,1002
Lichtenberg,Alt-Hohenschönhausen,2,D,85_90,554
Lichtenberg,Alt-Hohenschönhausen,2,D,90_95,239
Lichtenberg,Alt-Hohenschönhausen,2,D,95 und älter,52
